survey_no,treatment,mean_abund,se_abund,block,timesincestart
5,C,36.51063829787234,5.4206812947101986,A,13.8571428571429
5,C,36.51063829787234,5.4206812947101986,B,13.8571428571429
5,C,36.51063829787234,5.4206812947101986,C,13.8571428571429
5,C,36.51063829787234,5.4206812947101986,D,13.8571428571429
5,C,36.51063829787234,5.4206812947101986,E,13.8571428571429
5,C,36.51063829787234,5.4206812947101986,F,13.8571428571429
5,W,4.73469387755102,1.2673206477932877,A,13.8571428571429
5,W,4.73469387755102,1.2673206477932877,B,13.8571428571429
5,W,4.73469387755102,1.2673206477932877,C,13.8571428571429
5,W,4.73469387755102,1.2673206477932877,D,13.8571428571429
5,W,4.73469387755102,1.2673206477932877,E,13.8571428571429
5,W,4.73469387755102,1.2673206477932877,F,13.8571428571429
6,C,33.8936170212766,5.325938312708852,A,15.7142857142857
6,C,33.8936170212766,5.325938312708852,B,15.7142857142857
6,C,33.8936170212766,5.325938312708852,C,15.7142857142857
6,C,33.8936170212766,5.325938312708852,D,15.7142857142857
6,C,33.8936170212766,5.325938312708852,E,15.7142857142857
6,C,33.8936170212766,5.325938312708852,F,15.7142857142857
6,W,4.142857142857143,1.2988744473319862,A,15.7142857142857
6,W,4.142857142857143,1.2988744473319862,B,15.7142857142857
6,W,4.142857142857143,1.2988744473319862,C,15.7142857142857
6,W,4.142857142857143,1.2988744473319862,D,15.7142857142857
6,W,4.142857142857143,1.2988744473319862,E,15.7142857142857
6,W,4.142857142857143,1.2988744473319862,F,15.7142857142857
7,C,36.95744680851064,5.457510372849336,A,17.7142857142857
7,C,36.95744680851064,5.457510372849336,B,17.7142857142857
7,C,36.95744680851064,5.457510372849336,C,17.7142857142857
7,C,36.95744680851064,5.457510372849336,D,17.7142857142857
7,C,36.95744680851064,5.457510372849336,E,17.7142857142857
7,C,36.95744680851064,5.457510372849336,F,17.7142857142857
7,W,2.6122448979591835,0.9745120558771144,A,17.7142857142857
7,W,2.6122448979591835,0.9745120558771144,B,17.7142857142857
7,W,2.6122448979591835,0.9745120558771144,C,17.7142857142857
7,W,2.6122448979591835,0.9745120558771144,D,17.7142857142857
7,W,2.6122448979591835,0.9745120558771144,E,17.7142857142857
7,W,2.6122448979591835,0.9745120558771144,F,17.7142857142857
8,C,41.234042553191486,4.989370084945492,A,27.2857142857143
8,C,41.234042553191486,4.989370084945492,B,27.2857142857143
8,C,41.234042553191486,4.989370084945492,C,27.2857142857143
8,C,41.234042553191486,4.989370084945492,D,27.2857142857143
8,C,41.234042553191486,4.989370084945492,E,27.2857142857143
8,C,41.234042553191486,4.989370084945492,F,27.2857142857143
8,W,1.9183673469387754,0.42442110904255964,A,27.2857142857143
8,W,1.9183673469387754,0.42442110904255964,B,27.2857142857143
8,W,1.9183673469387754,0.42442110904255964,C,27.2857142857143
8,W,1.9183673469387754,0.42442110904255964,D,27.2857142857143
8,W,1.9183673469387754,0.42442110904255964,E,27.2857142857143
8,W,1.9183673469387754,0.42442110904255964,F,27.2857142857143
9,C,45.19047619047619,6.146794873641651,A,40.5714285714286
9,C,45.19047619047619,6.146794873641651,B,40.5714285714286
9,C,45.19047619047619,6.146794873641651,C,40.5714285714286
9,C,45.19047619047619,6.146794873641651,D,40.5714285714286
9,C,45.19047619047619,6.146794873641651,E,40.5714285714286
9,C,45.19047619047619,6.146794873641651,F,40.5714285714286
9,W,7.74468085106383,0.9371893368004035,A,40.5714285714286
9,W,7.74468085106383,0.9371893368004035,B,40.5714285714286
9,W,7.74468085106383,0.9371893368004035,C,40.5714285714286
9,W,7.74468085106383,0.9371893368004035,D,40.5714285714286
9,W,7.74468085106383,0.9371893368004035,E,40.5714285714286
9,W,7.74468085106383,0.9371893368004035,F,40.5714285714286
10,C,33.51219512195122,4.724756020442402,A,48.2857142857143
10,C,33.51219512195122,4.724756020442402,B,48.2857142857143
10,C,33.51219512195122,4.724756020442402,C,48.2857142857143
10,C,33.51219512195122,4.724756020442402,D,48.2857142857143
10,C,33.51219512195122,4.724756020442402,E,48.2857142857143
10,C,33.51219512195122,4.724756020442402,F,48.2857142857143
10,W,4.326086956521739,0.7808420747665227,A,48.2857142857143
10,W,4.326086956521739,0.7808420747665227,B,48.2857142857143
10,W,4.326086956521739,0.7808420747665227,C,48.2857142857143
10,W,4.326086956521739,0.7808420747665227,D,48.2857142857143
10,W,4.326086956521739,0.7808420747665227,E,48.2857142857143
10,W,4.326086956521739,0.7808420747665227,F,48.2857142857143
10,CC,32.27272727272727,5.896723654900147,A,48.2857142857143
10,CC,32.27272727272727,5.896723654900147,B,48.2857142857143
10,CC,32.27272727272727,5.896723654900147,C,48.2857142857143
10,CC,32.27272727272727,5.896723654900147,D,48.2857142857143
10,CC,32.27272727272727,5.896723654900147,E,48.2857142857143
10,CC,32.27272727272727,5.896723654900147,F,48.2857142857143
10,CW,34.94736842105263,7.737080793549302,A,48.2857142857143
10,CW,34.94736842105263,7.737080793549302,B,48.2857142857143
10,CW,34.94736842105263,7.737080793549302,C,48.2857142857143
10,CW,34.94736842105263,7.737080793549302,D,48.2857142857143
10,CW,34.94736842105263,7.737080793549302,E,48.2857142857143
10,CW,34.94736842105263,7.737080793549302,F,48.2857142857143
10,WC,3.9,0.9703499097585473,A,48.2857142857143
10,WC,3.9,0.9703499097585473,B,48.2857142857143
10,WC,3.9,0.9703499097585473,C,48.2857142857143
10,WC,3.9,0.9703499097585473,D,48.2857142857143
10,WC,3.9,0.9703499097585473,E,48.2857142857143
10,WC,3.9,0.9703499097585473,F,48.2857142857143
10,WW,4.84,1.2078631269035964,A,48.2857142857143
10,WW,4.84,1.2078631269035964,B,48.2857142857143
10,WW,4.84,1.2078631269035964,C,48.2857142857143
10,WW,4.84,1.2078631269035964,D,48.2857142857143
10,WW,4.84,1.2078631269035964,E,48.2857142857143
10,WW,4.84,1.2078631269035964,F,48.2857142857143
11,CC,199.04545454545453,18.88452919029434,A,59.8571428571429
11,CC,199.04545454545453,18.88452919029434,B,59.8571428571429
11,CC,199.04545454545453,18.88452919029434,C,59.8571428571429
11,CC,199.04545454545453,18.88452919029434,D,59.8571428571429
11,CC,199.04545454545453,18.88452919029434,E,59.8571428571429
11,CC,199.04545454545453,18.88452919029434,F,59.8571428571429
11,CW,80.3157894736842,17.24811247094601,A,59.8571428571429
11,CW,80.3157894736842,17.24811247094601,B,59.8571428571429
11,CW,80.3157894736842,17.24811247094601,C,59.8571428571429
11,CW,80.3157894736842,17.24811247094601,D,59.8571428571429
11,CW,80.3157894736842,17.24811247094601,E,59.8571428571429
11,CW,80.3157894736842,17.24811247094601,F,59.8571428571429
11,WC,128.4,14.924793924346512,A,59.8571428571429
11,WC,128.4,14.924793924346512,B,59.8571428571429
11,WC,128.4,14.924793924346512,C,59.8571428571429
11,WC,128.4,14.924793924346512,D,59.8571428571429
11,WC,128.4,14.924793924346512,E,59.8571428571429
11,WC,128.4,14.924793924346512,F,59.8571428571429
11,WW,47.04,14.594003334703379,A,59.8571428571429
11,WW,47.04,14.594003334703379,B,59.8571428571429
11,WW,47.04,14.594003334703379,C,59.8571428571429
11,WW,47.04,14.594003334703379,D,59.8571428571429
11,WW,47.04,14.594003334703379,E,59.8571428571429
11,WW,47.04,14.594003334703379,F,59.8571428571429
12,CC,151,20.225353768597845,A,64.8571428571429
12,CC,151,20.225353768597845,B,64.8571428571429
12,CC,151,20.225353768597845,C,64.8571428571429
12,CC,151,20.225353768597845,D,64.8571428571429
12,CC,151,20.225353768597845,E,64.8571428571429
12,CC,151,20.225353768597845,F,64.8571428571429
12,CW,40.526315789473685,11.78619680859072,A,64.8571428571429
12,CW,40.526315789473685,11.78619680859072,B,64.8571428571429
12,CW,40.526315789473685,11.78619680859072,C,64.8571428571429
12,CW,40.526315789473685,11.78619680859072,D,64.8571428571429
12,CW,40.526315789473685,11.78619680859072,E,64.8571428571429
12,CW,40.526315789473685,11.78619680859072,F,64.8571428571429
12,WC,103.95,13.391174430630755,A,64.8571428571429
12,WC,103.95,13.391174430630755,B,64.8571428571429
12,WC,103.95,13.391174430630755,C,64.8571428571429
12,WC,103.95,13.391174430630755,D,64.8571428571429
12,WC,103.95,13.391174430630755,E,64.8571428571429
12,WC,103.95,13.391174430630755,F,64.8571428571429
12,WW,23.76,11.819514936465598,A,64.8571428571429
12,WW,23.76,11.819514936465598,B,64.8571428571429
12,WW,23.76,11.819514936465598,C,64.8571428571429
12,WW,23.76,11.819514936465598,D,64.8571428571429
12,WW,23.76,11.819514936465598,E,64.8571428571429
12,WW,23.76,11.819514936465598,F,64.8571428571429
13,CC,117.85714285714286,19.281410454519303,A,70.7142857142857
13,CC,117.85714285714286,19.281410454519303,B,70.7142857142857
13,CC,117.85714285714286,19.281410454519303,C,70.7142857142857
13,CC,117.85714285714286,19.281410454519303,D,70.7142857142857
13,CC,117.85714285714286,19.281410454519303,E,70.7142857142857
13,CC,117.85714285714286,19.281410454519303,F,70.7142857142857
13,CW,25.61111111111111,8.736198784850544,A,70.7142857142857
13,CW,25.61111111111111,8.736198784850544,B,70.7142857142857
13,CW,25.61111111111111,8.736198784850544,C,70.7142857142857
13,CW,25.61111111111111,8.736198784850544,D,70.7142857142857
13,CW,25.61111111111111,8.736198784850544,E,70.7142857142857
13,CW,25.61111111111111,8.736198784850544,F,70.7142857142857
13,WC,73.65,11.674144846400392,A,70.7142857142857
13,WC,73.65,11.674144846400392,B,70.7142857142857
13,WC,73.65,11.674144846400392,C,70.7142857142857
13,WC,73.65,11.674144846400392,D,70.7142857142857
13,WC,73.65,11.674144846400392,E,70.7142857142857
13,WC,73.65,11.674144846400392,F,70.7142857142857
13,WW,13.04,7.248558477380175,A,70.7142857142857
13,WW,13.04,7.248558477380175,B,70.7142857142857
13,WW,13.04,7.248558477380175,C,70.7142857142857
13,WW,13.04,7.248558477380175,D,70.7142857142857
13,WW,13.04,7.248558477380175,E,70.7142857142857
13,WW,13.04,7.248558477380175,F,70.7142857142857
14,CC,92,13.403801877150556,A,74.4285714285714
14,CC,92,13.403801877150556,B,74.4285714285714
14,CC,92,13.403801877150556,C,74.4285714285714
14,CC,92,13.403801877150556,D,74.4285714285714
14,CC,92,13.403801877150556,E,74.4285714285714
14,CC,92,13.403801877150556,F,74.4285714285714
14,CW,20.555555555555557,7.489959388976102,A,74.4285714285714
14,CW,20.555555555555557,7.489959388976102,B,74.4285714285714
14,CW,20.555555555555557,7.489959388976102,C,74.4285714285714
14,CW,20.555555555555557,7.489959388976102,D,74.4285714285714
14,CW,20.555555555555557,7.489959388976102,E,74.4285714285714
14,CW,20.555555555555557,7.489959388976102,F,74.4285714285714
14,WC,62.6,9.730148481584656,A,74.4285714285714
14,WC,62.6,9.730148481584656,B,74.4285714285714
14,WC,62.6,9.730148481584656,C,74.4285714285714
14,WC,62.6,9.730148481584656,D,74.4285714285714
14,WC,62.6,9.730148481584656,E,74.4285714285714
14,WC,62.6,9.730148481584656,F,74.4285714285714
14,WW,15.2,7.02353187506115,A,74.4285714285714
14,WW,15.2,7.02353187506115,B,74.4285714285714
14,WW,15.2,7.02353187506115,C,74.4285714285714
14,WW,15.2,7.02353187506115,D,74.4285714285714
14,WW,15.2,7.02353187506115,E,74.4285714285714
14,WW,15.2,7.02353187506115,F,74.4285714285714
15,CC,95.75,16.735973321868766,A,87
15,CC,95.75,16.735973321868766,B,87
15,CC,95.75,16.735973321868766,C,87
15,CC,95.75,16.735973321868766,D,87
15,CC,95.75,16.735973321868766,E,87
15,CC,95.75,16.735973321868766,F,87
15,CW,23.625,8.993921558474922,A,87
15,CW,23.625,8.993921558474922,B,87
15,CW,23.625,8.993921558474922,C,87
15,CW,23.625,8.993921558474922,D,87
15,CW,23.625,8.993921558474922,E,87
15,CW,23.625,8.993921558474922,F,87
15,WC,66.27272727272727,9.403182158755822,A,87
15,WC,66.27272727272727,9.403182158755822,B,87
15,WC,66.27272727272727,9.403182158755822,C,87
15,WC,66.27272727272727,9.403182158755822,D,87
15,WC,66.27272727272727,9.403182158755822,E,87
15,WC,66.27272727272727,9.403182158755822,F,87
15,WW,18,4.006245124802026,A,87
15,WW,18,4.006245124802026,B,87
15,WW,18,4.006245124802026,C,87
15,WW,18,4.006245124802026,D,87
15,WW,18,4.006245124802026,E,87
15,WW,18,4.006245124802026,F,87
16,CC,43.5,12.483625638848238,A,97.7142857142857
16,CC,43.5,12.483625638848238,B,97.7142857142857
16,CC,43.5,12.483625638848238,C,97.7142857142857
16,CC,43.5,12.483625638848238,D,97.7142857142857
16,CC,43.5,12.483625638848238,E,97.7142857142857
16,CC,43.5,12.483625638848238,F,97.7142857142857
16,CW,11.375,6.430778391010353,A,97.7142857142857
16,CW,11.375,6.430778391010353,B,97.7142857142857
16,CW,11.375,6.430778391010353,C,97.7142857142857
16,CW,11.375,6.430778391010353,D,97.7142857142857
16,CW,11.375,6.430778391010353,E,97.7142857142857
16,CW,11.375,6.430778391010353,F,97.7142857142857
16,WC,18.545454545454547,7.197680985584728,A,97.7142857142857
16,WC,18.545454545454547,7.197680985584728,B,97.7142857142857
16,WC,18.545454545454547,7.197680985584728,C,97.7142857142857
16,WC,18.545454545454547,7.197680985584728,D,97.7142857142857
16,WC,18.545454545454547,7.197680985584728,E,97.7142857142857
16,WC,18.545454545454547,7.197680985584728,F,97.7142857142857
16,WW,3.375,1.5488571055243712,A,97.7142857142857
16,WW,3.375,1.5488571055243712,B,97.7142857142857
16,WW,3.375,1.5488571055243712,C,97.7142857142857
16,WW,3.375,1.5488571055243712,D,97.7142857142857
16,WW,3.375,1.5488571055243712,E,97.7142857142857
16,WW,3.375,1.5488571055243712,F,97.7142857142857
