survey_no,treatment,mean_abund,se_abund,block,timesincestart
10,CW,0.3157894736842105,0.21700555924303475,E,48.2857142857143
10,CW,0.3157894736842105,0.21700555924303475,F,48.2857142857143
10,WC,0.25,0.16018081887929686,A,48.2857142857143
10,WC,0.25,0.16018081887929686,B,48.2857142857143
10,WC,0.25,0.16018081887929686,C,48.2857142857143
10,WC,0.25,0.16018081887929686,D,48.2857142857143
10,WC,0.25,0.16018081887929686,E,48.2857142857143
10,WC,0.25,0.16018081887929686,F,48.2857142857143
10,WW,0.24,0.132664991614216,A,48.2857142857143
10,WW,0.24,0.132664991614216,B,48.2857142857143
10,WW,0.24,0.132664991614216,C,48.2857142857143
10,WW,0.24,0.132664991614216,D,48.2857142857143
10,WW,0.24,0.132664991614216,E,48.2857142857143
10,WW,0.24,0.132664991614216,F,48.2857142857143
11,CC,33.45454545454545,4.767189118309494,A,59.8571428571429
11,CC,33.45454545454545,4.767189118309494,B,59.8571428571429
11,CC,33.45454545454545,4.767189118309494,C,59.8571428571429
11,CC,33.45454545454545,4.767189118309494,D,59.8571428571429
11,CC,33.45454545454545,4.767189118309494,E,59.8571428571429
11,CC,33.45454545454545,4.767189118309494,F,59.8571428571429
11,CW,13.68421052631579,2.8562567328329385,A,59.8571428571429
11,CW,13.68421052631579,2.8562567328329385,B,59.8571428571429
11,CW,13.68421052631579,2.8562567328329385,C,59.8571428571429
11,CW,13.68421052631579,2.8562567328329385,D,59.8571428571429
11,CW,13.68421052631579,2.8562567328329385,E,59.8571428571429
11,CW,13.68421052631579,2.8562567328329385,F,59.8571428571429
11,WC,21.2,3.7385615021373066,A,59.8571428571429
11,WC,21.2,3.7385615021373066,B,59.8571428571429
11,WC,21.2,3.7385615021373066,C,59.8571428571429
11,WC,21.2,3.7385615021373066,D,59.8571428571429
11,WC,21.2,3.7385615021373066,E,59.8571428571429
11,WC,21.2,3.7385615021373066,F,59.8571428571429
11,WW,13.88,2.6225432948444025,A,59.8571428571429
11,WW,13.88,2.6225432948444025,B,59.8571428571429
11,WW,13.88,2.6225432948444025,C,59.8571428571429
11,WW,13.88,2.6225432948444025,D,59.8571428571429
11,WW,13.88,2.6225432948444025,E,59.8571428571429
11,WW,13.88,2.6225432948444025,F,59.8571428571429
12,CC,32.45454545454545,5.10060147235321,A,64.8571428571429
12,CC,32.45454545454545,5.10060147235321,B,64.8571428571429
12,CC,32.45454545454545,5.10060147235321,C,64.8571428571429
12,CC,32.45454545454545,5.10060147235321,D,64.8571428571429
12,CC,32.45454545454545,5.10060147235321,E,64.8571428571429
12,CC,32.45454545454545,5.10060147235321,F,64.8571428571429
12,CW,13.105263157894736,2.5269248778422213,A,64.8571428571429
12,CW,13.105263157894736,2.5269248778422213,B,64.8571428571429
12,CW,13.105263157894736,2.5269248778422213,C,64.8571428571429
12,CW,13.105263157894736,2.5269248778422213,D,64.8571428571429
12,CW,13.105263157894736,2.5269248778422213,E,64.8571428571429
12,CW,13.105263157894736,2.5269248778422213,F,64.8571428571429
12,WC,28.2,5.255873907003077,A,64.8571428571429
12,WC,28.2,5.255873907003077,B,64.8571428571429
12,WC,28.2,5.255873907003077,C,64.8571428571429
12,WC,28.2,5.255873907003077,D,64.8571428571429
12,WC,28.2,5.255873907003077,E,64.8571428571429
12,WC,28.2,5.255873907003077,F,64.8571428571429
12,WW,11.88,2.110544953323667,A,64.8571428571429
12,WW,11.88,2.110544953323667,B,64.8571428571429
12,WW,11.88,2.110544953323667,C,64.8571428571429
12,WW,11.88,2.110544953323667,D,64.8571428571429
12,WW,11.88,2.110544953323667,E,64.8571428571429
12,WW,11.88,2.110544953323667,F,64.8571428571429
13,CC,32.142857142857146,5.698072236369451,E,70.7142857142857
13,CC,32.142857142857146,5.698072236369451,F,70.7142857142857
13,CC,32.142857142857146,5.698072236369451,A,70.7142857142857
13,CC,32.142857142857146,5.698072236369451,D,70.7142857142857
13,CC,32.142857142857146,5.698072236369451,B,70.7142857142857
13,CC,32.142857142857146,5.698072236369451,C,70.7142857142857
13,CW,15.38888888888889,3.1789122249465,E,70.7142857142857
13,CW,15.38888888888889,3.1789122249465,F,70.7142857142857
13,CW,15.38888888888889,3.1789122249465,A,70.7142857142857
13,CW,15.38888888888889,3.1789122249465,D,70.7142857142857
13,CW,15.38888888888889,3.1789122249465,B,70.7142857142857
13,CW,15.38888888888889,3.1789122249465,C,70.7142857142857
13,WC,24.75,5.669342763356353,E,70.7142857142857
13,WC,24.75,5.669342763356353,F,70.7142857142857
13,WC,24.75,5.669342763356353,A,70.7142857142857
13,WC,24.75,5.669342763356353,D,70.7142857142857
13,WC,24.75,5.669342763356353,B,70.7142857142857
13,WC,24.75,5.669342763356353,C,70.7142857142857
13,WW,10.88,2.077915622284344,E,70.7142857142857
13,WW,10.88,2.077915622284344,F,70.7142857142857
13,WW,10.88,2.077915622284344,A,70.7142857142857
13,WW,10.88,2.077915622284344,D,70.7142857142857
13,WW,10.88,2.077915622284344,B,70.7142857142857
13,WW,10.88,2.077915622284344,C,70.7142857142857
14,CC,32.19047619047619,4.987421820663815,A,74.4285714285714
14,CC,32.19047619047619,4.987421820663815,B,74.4285714285714
14,CC,32.19047619047619,4.987421820663815,C,74.4285714285714
14,CC,32.19047619047619,4.987421820663815,D,74.4285714285714
14,CC,32.19047619047619,4.987421820663815,E,74.4285714285714
14,CC,32.19047619047619,4.987421820663815,F,74.4285714285714
14,CW,19.944444444444443,3.4170585353681275,A,74.4285714285714
14,CW,19.944444444444443,3.4170585353681275,B,74.4285714285714
14,CW,19.944444444444443,3.4170585353681275,C,74.4285714285714
14,CW,19.944444444444443,3.4170585353681275,D,74.4285714285714
14,CW,19.944444444444443,3.4170585353681275,E,74.4285714285714
14,CW,19.944444444444443,3.4170585353681275,F,74.4285714285714
14,WC,28.25,5.944867312936518,A,74.4285714285714
14,WC,28.25,5.944867312936518,B,74.4285714285714
14,WC,28.25,5.944867312936518,C,74.4285714285714
14,WC,28.25,5.944867312936518,D,74.4285714285714
14,WC,28.25,5.944867312936518,E,74.4285714285714
14,WC,28.25,5.944867312936518,F,74.4285714285714
14,WW,12.8,2.765260686927485,A,74.4285714285714
14,WW,12.8,2.765260686927485,B,74.4285714285714
14,WW,12.8,2.765260686927485,C,74.4285714285714
14,WW,12.8,2.765260686927485,D,74.4285714285714
14,WW,12.8,2.765260686927485,E,74.4285714285714
14,WW,12.8,2.765260686927485,F,74.4285714285714
15,CC,34.166666666666664,7.592693191416989,A,87
15,CC,34.166666666666664,7.592693191416989,B,87
15,CC,34.166666666666664,7.592693191416989,C,87
15,CC,34.166666666666664,7.592693191416989,D,87
15,CC,34.166666666666664,7.592693191416989,E,87
15,CC,34.166666666666664,7.592693191416989,F,87
15,CW,25.5,8.591939744401643,A,87
15,CW,25.5,8.591939744401643,B,87
15,CW,25.5,8.591939744401643,C,87
15,CW,25.5,8.591939744401643,D,87
15,CW,25.5,8.591939744401643,E,87
15,CW,25.5,8.591939744401643,F,87
15,WC,33.27272727272727,11.175534080457679,A,87
15,WC,33.27272727272727,11.175534080457679,B,87
15,WC,33.27272727272727,11.175534080457679,C,87
15,WC,33.27272727272727,11.175534080457679,D,87
15,WC,33.27272727272727,11.175534080457679,E,87
15,WC,33.27272727272727,11.175534080457679,F,87
15,WW,14.625,4.155192534648665,A,87
15,WW,14.625,4.155192534648665,B,87
15,WW,14.625,4.155192534648665,C,87
15,WW,14.625,4.155192534648665,D,87
15,WW,14.625,4.155192534648665,E,87
15,WW,14.625,4.155192534648665,F,87
16,CC,25.916666666666668,9.276443229487205,A,97.7142857142857
16,CC,25.916666666666668,9.276443229487205,B,97.7142857142857
16,CC,25.916666666666668,9.276443229487205,C,97.7142857142857
16,CC,25.916666666666668,9.276443229487205,D,97.7142857142857
16,CC,25.916666666666668,9.276443229487205,E,97.7142857142857
16,CC,25.916666666666668,9.276443229487205,F,97.7142857142857
16,CW,16.625,7.596844974818728,A,97.7142857142857
16,CW,16.625,7.596844974818728,B,97.7142857142857
16,CW,16.625,7.596844974818728,C,97.7142857142857
16,CW,16.625,7.596844974818728,D,97.7142857142857
16,CW,16.625,7.596844974818728,E,97.7142857142857
16,CW,16.625,7.596844974818728,F,97.7142857142857
16,WC,20.727272727272727,8.733520490918268,A,97.7142857142857
16,WC,20.727272727272727,8.733520490918268,B,97.7142857142857
16,WC,20.727272727272727,8.733520490918268,C,97.7142857142857
16,WC,20.727272727272727,8.733520490918268,D,97.7142857142857
16,WC,20.727272727272727,8.733520490918268,E,97.7142857142857
16,WC,20.727272727272727,8.733520490918268,F,97.7142857142857
16,WW,4.75,1.5981760437031542,A,97.7142857142857
16,WW,4.75,1.5981760437031542,B,97.7142857142857
16,WW,4.75,1.5981760437031542,C,97.7142857142857
16,WW,4.75,1.5981760437031542,D,97.7142857142857
16,WW,4.75,1.5981760437031542,E,97.7142857142857
16,WW,4.75,1.5981760437031542,F,97.7142857142857
