date,block,taxon,total_abund,treatment,tile_id
2021-02-24,E,Cyprid,1,CW,76
2021-02-24,E,Cyprid,1,WC,75
2021-02-24,D,Cyprid,16,WC,57
2021-02-24,D,Cyprid,3,WW,56
2021-02-24,E,Cyprid,39,CC,73
2021-02-24,A,Cyprid,1,WW,15
2021-02-24,A,Cyprid,5,CW,13
2021-02-24,A,Cyprid,12,CC,2
2021-02-24,C,Cyprid,2,WW,44
2021-02-24,C,Cyprid,9,CW,46
2021-02-24,F,Cyprid,13,CC,92
2021-02-24,C,Cyprid,19,CC,41
2021-02-24,D,Cyprid,4,CC,53
2021-02-24,F,Cyprid,2,CW,83
2021-02-24,E,Cyprid,38,CC,74
2021-02-24,B,Cyprid,4,WC,22
2021-02-24,B,Cyprid,2,WW,18
2021-02-24,B,Cyprid,11,CC,20
2021-02-24,C,Cyprid,3,WC,36
2021-02-24,E,Cyprid,2,WC,68
2021-02-24,C,Cyprid,3,WW,42
2021-02-24,F,Cyprid,23,CC,91
2021-02-24,D,Cyprid,56,CC,49
2021-02-24,D,Cyprid,78,CC,50
2021-02-24,D,Emplectonema_gracile,2,WC,57
2021-02-24,D,Emplectonema_gracile,1,CC,49
2021-02-24,D,Emplectonema_gracile,2,CC,50
2021-02-24,D,Platyhelminthes,1,CC,50
2021-02-24,D,Dynamenella_sheareri,5,WC,60
2021-02-24,E,Dynamenella_sheareri,1,WW,79
2021-02-24,A,Dynamenella_sheareri,1,WC,1
2021-02-24,E,Dynamenella_sheareri,11,CC,73
2021-02-24,A,Dynamenella_sheareri,1,CW,13
2021-02-24,F,Dynamenella_sheareri,2,CC,92
2021-02-24,E,Dynamenella_sheareri,1,CC,74
2021-02-24,F,Dynamenella_sheareri,1,CC,91
2021-02-24,D,Dynamenella_sheareri,19,CC,49
2021-02-24,D,Dynamenella_sheareri,11,CC,50
2021-02-24,D,Insecta,1,CC,50
2021-02-24,D,Isopoda,2,WC,60
2021-02-24,E,Isopoda,1,WW,79
2021-02-24,A,Isopoda,4,CW,13
2021-02-24,C,Isopoda,1,CW,46
2021-02-24,E,Isopoda,2,CC,74
2021-02-24,B,Littorina_scutulata,3,WC,17
2021-02-24,D,Littorina_scutulata,23,WC,60
2021-02-24,E,Littorina_scutulata,1,CW,76
2021-02-24,E,Littorina_scutulata,14,WC,75
2021-02-24,D,Littorina_scutulata,4,WC,57
2021-02-24,D,Littorina_scutulata,7,WW,56
2021-02-24,F,Littorina_scutulata,1,WC,85
2021-02-24,E,Littorina_scutulata,53,CC,73
2021-02-24,A,Littorina_scutulata,4,CW,13
2021-02-24,A,Littorina_scutulata,11,CC,2
2021-02-24,C,Littorina_scutulata,4,CW,46
2021-02-24,F,Littorina_scutulata,9,CC,92
2021-02-24,C,Littorina_scutulata,20,CC,41
2021-02-24,D,Littorina_scutulata,1,CC,53
2021-02-24,E,Littorina_scutulata,20,CC,74
2021-02-24,B,Littorina_scutulata,1,CC,20
2021-02-24,C,Littorina_scutulata,2,WC,36
2021-02-24,F,Littorina_scutulata,26,CC,91
2021-02-24,D,Littorina_scutulata,72,CC,49
2021-02-24,D,Littorina_scutulata,76,CC,50
2021-02-24,B,Littorina_sitkana,11,WC,17
2021-02-24,D,Littorina_sitkana,4,WC,60
2021-02-24,E,Littorina_sitkana,4,CW,77
2021-02-24,A,Littorina_sitkana,1,WC,1
2021-02-24,E,Littorina_sitkana,13,WC,75
2021-02-24,D,Littorina_sitkana,4,WC,57
2021-02-24,D,Littorina_sitkana,2,WW,56
2021-02-24,E,Littorina_sitkana,77,CC,73
2021-02-24,A,Littorina_sitkana,5,CW,13
2021-02-24,A,Littorina_sitkana,2,CC,2
2021-02-24,B,Littorina_sitkana,1,CW,25
2021-02-24,E,Littorina_sitkana,2,WW,70
2021-02-24,F,Littorina_sitkana,10,CC,92
2021-02-24,C,Littorina_sitkana,2,CC,41
2021-02-24,F,Littorina_sitkana,1,CW,83
2021-02-24,E,Littorina_sitkana,32,CC,74
2021-02-24,B,Littorina_sitkana,3,CC,20
2021-02-24,C,Littorina_sitkana,1,WC,36
2021-02-24,C,Littorina_sitkana,1,WW,42
2021-02-24,F,Littorina_sitkana,5,CC,91
2021-02-24,D,Littorina_sitkana,5,CC,49
2021-02-24,B,Lottia_digitalis,1,WC,17
2021-02-24,D,Lottia_digitalis,1,WC,60
2021-02-24,E,Lottia_digitalis,7,WC,75
2021-02-24,D,Lottia_digitalis,2,WW,56
2021-02-24,C,Lottia_digitalis,1,CW,46
2021-02-24,C,Lottia_digitalis,2,CC,41
2021-02-24,D,Lottia_digitalis,5,CC,49
2021-02-24,D,Lottia_digitalis,2,CC,50
2021-02-24,D,Lottia_paradigitalis,13,WC,60
2021-02-24,C,Lottia_paradigitalis,1,WW,43
2021-02-24,E,Lottia_paradigitalis,4,CW,77
2021-02-24,A,Lottia_paradigitalis,6,WC,1
2021-02-24,E,Lottia_paradigitalis,2,CW,76
2021-02-24,E,Lottia_paradigitalis,6,WC,75
2021-02-24,D,Lottia_paradigitalis,18,WC,57
2021-02-24,D,Lottia_paradigitalis,7,WW,56
2021-02-24,E,Lottia_paradigitalis,37,CC,73
2021-02-24,A,Lottia_paradigitalis,6,CW,13
2021-02-24,A,Lottia_paradigitalis,7,CC,2
2021-02-24,A,Lottia_paradigitalis,2,CW,12
2021-02-24,C,Lottia_paradigitalis,1,WW,44
2021-02-24,C,Lottia_paradigitalis,12,CW,46
2021-02-24,F,Lottia_paradigitalis,4,CC,92
2021-02-24,C,Lottia_paradigitalis,14,CC,41
2021-02-24,D,Lottia_paradigitalis,14,CC,53
2021-02-24,E,Lottia_paradigitalis,11,CC,74
2021-02-24,B,Lottia_paradigitalis,1,CC,20
2021-02-24,C,Lottia_paradigitalis,2,WC,36
2021-02-24,E,Lottia_paradigitalis,8,WC,68
2021-02-24,C,Lottia_paradigitalis,3,WW,42
2021-02-24,F,Lottia_paradigitalis,3,CC,91
2021-02-24,D,Lottia_paradigitalis,46,CC,49
2021-02-24,D,Lottia_paradigitalis,56,CC,50
2021-02-24,D,Lottia_pelta,2,WC,60
2021-02-24,E,Lottia_pelta,2,CW,77
2021-02-24,E,Lottia_pelta,1,CW,76
2021-02-24,E,Lottia_pelta,6,WC,75
2021-02-24,D,Lottia_pelta,4,WC,57
2021-02-24,D,Lottia_pelta,8,WW,56
2021-02-24,E,Lottia_pelta,4,CC,73
2021-02-24,A,Lottia_pelta,1,CW,13
2021-02-24,A,Lottia_pelta,2,CC,2
2021-02-24,A,Lottia_pelta,1,WC,10
2021-02-24,C,Lottia_pelta,1,CW,46
2021-02-24,E,Lottia_pelta,1,CC,74
2021-02-24,C,Lottia_pelta,1,WC,36
2021-02-24,D,Lottia_pelta,1,CC,50
2021-02-24,B,Lottia_sp,2,WC,17
2021-02-24,D,Lottia_sp,11,WC,60
2021-02-24,E,Lottia_scutum,1,WC,75
2021-02-24,D,Mytilus_sp,8,WC,60
2021-02-24,A,Mytilus_sp,1,WC,1
2021-02-24,D,Mytilus_sp,1,WC,57
2021-02-24,E,Mytilus_sp,34,CC,73
2021-02-24,A,Mytilus_sp,4,CC,2
2021-02-24,F,Mytilus_sp,1,CC,92
2021-02-24,C,Mytilus_sp,4,CC,41
2021-02-24,E,Mytilus_sp,3,CC,74
2021-02-24,F,Mytilus_sp,3,CC,91
2021-02-24,D,Mytilus_sp,11,CC,49
2021-02-24,D,Mytilus_sp,38,CC,50
2021-02-24,D,Neostylidium_eschrichtii,1,WC,57
2021-02-24,D,Oedoparena_sp,2,CC,50
2021-02-24,D,Polychaeta,1,CC,49
2021-02-24,D,Syllidae,4,WC,60
2021-02-24,E,Syllidae,6,CC,73
2021-02-24,A,Syllidae,1,CC,2
2021-02-24,C,Syllidae,3,CC,41
2021-02-24,E,Syllidae,1,CC,74
2021-02-24,F,Syllidae,1,CC,91
2021-02-24,D,Syllidae,4,CC,49
2021-02-24,D,Syllidae,16,CC,50
2021-02-24,D,Telmatogeton_larva,17,WC,60
2021-02-24,E,Telmatogeton_larva,1,WW,79
2021-02-24,C,Telmatogeton_larva,3,WW,43
2021-02-24,E,Telmatogeton_larva,3,CW,77
2021-02-24,B,Telmatogeton_larva,1,WW,28
2021-02-24,A,Telmatogeton_larva,1,WC,1
2021-02-24,E,Telmatogeton_larva,1,CW,76
2021-02-24,F,Telmatogeton_larva,9,WC,86
2021-02-24,E,Telmatogeton_larva,2,WC,75
2021-02-24,D,Telmatogeton_larva,2,WC,57
2021-02-24,D,Telmatogeton_larva,2,WW,56
2021-02-24,F,Telmatogeton_larva,5,WC,85
2021-02-24,E,Telmatogeton_larva,12,CC,73
2021-02-24,A,Telmatogeton_larva,1,CC,2
2021-02-24,B,Telmatogeton_larva,1,CC,21
2021-02-24,B,Telmatogeton_larva,2,CW,25
2021-02-24,B,Telmatogeton_larva,4,WW,23
2021-02-24,E,Telmatogeton_larva,3,WW,70
2021-02-24,C,Telmatogeton_larva,2,CW,46
2021-02-24,F,Telmatogeton_larva,16,CC,92
2021-02-24,C,Telmatogeton_larva,9,CC,41
2021-02-24,D,Telmatogeton_larva,3,CC,53
2021-02-24,F,Telmatogeton_larva,9,CW,83
2021-02-24,E,Telmatogeton_larva,7,CC,74
2021-02-24,B,Telmatogeton_larva,12,WC,22
2021-02-24,F,Telmatogeton_larva,1,WW,81
2021-02-24,B,Telmatogeton_larva,1,CC,20
2021-02-24,C,Telmatogeton_larva,4,WC,36
2021-02-24,B,Telmatogeton_larva,1,WW,30
2021-02-24,E,Telmatogeton_larva,6,WC,68
2021-02-24,C,Telmatogeton_larva,7,WW,42
2021-02-24,F,Telmatogeton_larva,19,CC,91
2021-02-24,D,Telmatogeton_larva,27,CC,49
2021-02-24,D,Telmatogeton_larva,43,CC,50
