date,block,taxon,total_abund,treatment,tile_id
2020-09-14,A,Lottia_paradigitalis,4,CW,11
2020-09-14,A,Littorina_sitkana,16,CW,11
2020-09-14,A,Littorina_scutulata,27,CW,11
2020-09-14,A,Nemertean,1,CW,11
2020-09-14,A,Mytilus_trossulus,2,CW,11
2020-09-14,A,Isopoda,1,CW,11
2020-09-14,B,Cirripedia_larva,1,CC,29
2020-09-14,B,Lottia_paradigitalis,1,CC,29
2020-09-14,B,Mytilus_trossulus,1,CC,29
2020-09-14,B,Littorina_sitkana,7,CC,29
2020-09-14,B,Littorina_scutulata,7,CC,29
2020-09-14,B,Amphipoda,2,CC,29
2020-09-14,B,Copepoda,1,CC,29
2020-09-14,B,Amphipoda_larva,3,CC,29
2020-09-14,A,Lottia_pelta,1,WC,5
2020-09-14,A,Lottia_paradigitalis,4,WC,5
2020-09-14,A,Anthopleura_elegantissima,1,WC,5
2020-09-14,A,Copepoda,3,WC,5
2020-09-14,A,Mytilus_trossulus,2,WC,5
2020-09-14,A,Amphipoda,8,WC,5
2020-09-14,A,Littorina_scutulata,2,WC,5
2020-09-14,A,Littorina_sitkana,2,WC,5
2020-09-14,A,Copepoda,1,CW,8
2020-09-14,A,Littorina_sitkana,13,CW,8
2020-09-14,A,Littorina_scutulata,6,CW,8
2020-09-14,A,Amphipoda,3,CW,8
2020-09-14,E,Cirripedia_larva,55,CC,72
2020-09-14,E,Lottia_paradigitalis,1,CC,72
2020-09-14,E,Amphipoda,9,CC,72
2020-09-14,E,Polychaeta,1,CC,72
2020-09-14,E,Isopoda,1,CC,72
2020-09-14,E,Littorina_sitkana,91,CC,72
2020-09-14,E,Littorina_scutulata,42,CC,72
2020-09-14,E,Mytilus_trossulus,2,CC,72
2020-09-14,E,Lasaea_rubra,1,CC,72
2020-09-14,B,Mytilus_trossulus,3,WC,24
2020-09-14,B,Amphipoda,2,WC,24
2020-09-14,B,Littorina_scutulata,9,WC,24
2020-09-14,B,Littorina_sitkana,1,WC,24
2020-09-14,C,Lottia_digitalis,1,CW,37
2020-09-14,C,Lottia_paradigitalis,4,CW,37
2020-09-14,C,Littorina_scutulata,6,CW,37
2020-09-14,C,Littorina_sitkana,2,CW,37
2020-09-14,C,Amphipoda,3,CW,37
2020-09-14,A,Cirripedia_larva,3,CC,7
2020-09-14,A,Amphipoda,4,CC,7
2020-09-14,A,Littorina_scutulata,5,CC,7
2020-09-14,A,Lottia_paradigitalis,2,CC,7
2020-09-14,A,Cirripedia_larva,7,WW,4
2020-09-14,A,Amphipoda,1,WW,4
2020-09-14,A,Lottia_paradigitalis,1,WW,4
2020-09-14,A,Mytilus_trossulus,1,WW,4
2020-09-14,D,Mytilus_trossulus,1,WW,55
2020-09-14,D,Cirripedia_larva,3,WW,55
2020-09-14,D,Lottia_paradigitalis,1,WW,55
2020-09-14,D,Amphipoda,4,WW,55
2020-09-14,F,Cirripedia_larva,5,WC,90
2020-09-14,F,Amphipoda,5,WC,90
2020-09-14,F,Littorina_scutulata,3,WC,90
2020-09-14,F,Littorina_sitkana,1,WC,90
2020-09-14,E,Lottia_paradigitalis,1,WC,71
2020-09-14,E,Littorina_scutulata,11,WC,71
2020-09-14,E,Littorina_sitkana,6,WC,71
2020-09-14,E,Amphipoda,2,WC,71
2020-09-14,E,Cirripedia_larva,2,WC,71
2020-09-14,D,Lottia_paradigitalis,9,CC,58
2020-09-14,D,Littorina_scutulata,1,CC,58
2020-09-14,D,Littorina_sitkana,2,CC,58
2020-09-14,C,Lottia_paradigitalis,2,CC,35
2020-09-14,C,Littorina_scutulata,8,CC,35
2020-09-14,C,Littorina_sitkana,3,CC,35
2020-09-14,C,Cirripedia_larva,1,CC,35
2020-09-14,D,Lottia_paradigitalis,4,WC,62
2020-09-14,D,Littorina_scutulata,27,WC,62
2020-09-14,D,Amphipoda,5,WC,62
2020-09-14,D,Amphipoda_larva,1,WC,62
2020-09-14,D,Littorina_sitkana,1,WC,62
2020-09-14,D,Cirripedia_larva,2,WC,62
2020-09-14,D,Copepoda,2,WC,62
2020-09-14,A,Mytilus_trossulus,9,CC,16
2020-09-14,A,Cirripedia_larva,26,CC,16
2020-09-14,A,Amphipoda_larva,5,CC,16
2020-09-14,A,Amphipoda,24,CC,16
2020-09-14,A,Lottia_paradigitalis,8,CC,16
2020-09-14,A,Littorina_scutulata,59,CC,16
2020-09-14,A,Littorina_sitkana,35,CC,16
2020-09-14,A,Isopoda,1,CC,16
2020-09-14,A,Onchidoris_bilamellata,1,CC,16
2020-09-14,A,Lottia_paradigitalis,3,WC,6
2020-09-14,A,Mytilus_trossulus,1,WC,6
2020-09-14,A,Amphipoda,2,WC,6
2020-09-14,A,Littorina_scutulata,1,WC,6
2020-09-14,C,Cirripedia_larva,3,CW,48
2020-09-14,C,Mytilus_trossulus,2,CW,48
2020-09-14,C,Amphipoda,3,CW,48
2020-09-14,C,Lottia_paradigitalis,2,CW,48
2020-09-14,C,Littorina_scutulata,11,CW,48
2020-09-14,C,Littorina_sitkana,81,CW,48
2020-09-14,D,Cirripedia_larva,4,WC,63
2020-09-14,D,Mytilus_trossulus,6,WC,63
2020-09-14,D,Copepoda,1,WC,63
2020-09-14,D,Nemertean,1,WC,63
2020-09-14,D,Lottia_paradigitalis,5,WC,63
2020-09-14,D,Pagurus_hirsutiusculus,1,WC,63
2020-09-14,D,Littorina_scutulata,59,WC,63
2020-09-14,D,Isopoda,3,WC,63
2020-09-14,D,Littorina_sitkana,11,WC,63
2020-09-14,D,Amphipoda_larva,1,WC,63
2020-09-14,D,Amphipoda,29,WC,63
2020-09-14,D,Lottia_spp_recruit,1,WC,63
2020-09-14,F,Cirripedia_larva,7,CC,84
2020-09-14,F,Mytilus_trossulus,15,CC,84
2020-09-14,F,Lottia_paradigitalis,3,CC,84
2020-09-14,F,Nemertean,1,CC,84
2020-09-14,F,Amphipoda_larva,2,CC,84
2020-09-14,F,Isopoda,3,CC,84
2020-09-14,F,Amphipoda,26,CC,84
2020-09-14,F,Littorina_scutulata,57,CC,84
2020-09-14,F,Littorina_sitkana,76,CC,84
2020-09-14,F,Lasaea_rubra,1,CC,84
2020-09-14,D,Cirripedia_larva,10,CC,54
2020-09-14,D,Mytilus_trossulus,7,CC,54
2020-09-14,D,Polychaeta,2,CC,54
2020-09-14,D,Lottia_paradigitalis,2,CC,54
2020-09-14,D,Amphipoda,14,CC,54
2020-09-14,D,Littorina_scutulata,55,CC,54
2020-09-14,D,Littorina_sitkana,51,CC,54
2020-09-14,D,Oedoparena_sp_larva,2,CC,54
2020-09-14,D,Insecta,1,CC,54
2021-02-24,B,Amphipoda,3,WC,17
2021-02-24,B,Littorina_sitkana,11,WC,17
2021-02-24,B,Littorina_scutulata,3,WC,17
2021-02-24,B,Lottia_digitalis,1,WC,17
2021-02-24,B,Lottia_spp_recruits,2,WC,17
2021-02-24,B,Amphipoda_larva,1,WC,17
2021-02-24,A,All,0,WW,3
2021-02-24,B,Cirripedia_larva,2,WC,17
2021-02-24,D,Isopoda,7,WC,60
2021-02-24,D,Amphipoda,8,WC,60
2021-02-24,D,Mytilus_trossulus,8,WC,60
2021-02-24,D,Littorina_scutulata,23,WC,60
2021-02-24,D,Littorina_sitkana,4,WC,60
2021-02-24,D,Lottia_digitalis,1,WC,60
2021-02-24,D,Lottia_paradigitalis,13,WC,60
2021-02-24,D,Lottia_pelta,2,WC,60
2021-02-24,D,Lottia_spp_recruits,11,WC,60
2021-02-24,D,Amphipoda_larva,17,WC,60
2021-02-24,D,Copepoda,3,WC,60
2021-02-24,D,Polychaeta,4,WC,60
2021-02-24,D,Cirripedia_larva,29,WC,60
2021-02-24,E,Isopoda,2,WW,79
2021-02-24,E,Amphipoda_larva,1,WW,79
2021-02-24,C,Amphipoda_larva,3,WW,43
2021-02-24,C,Lottia_paradigitalis,1,WW,43
2021-02-24,E,Amphipoda,2,CW,77
2021-02-24,E,Lottia_paradigitalis,4,CW,77
2021-02-24,E,Lottia_pelta,2,CW,77
2021-02-24,E,Amphipoda_larva,3,CW,77
2021-02-24,E,Littorina_sitkana,4,CW,77
2021-02-24,B,Amphipoda_larva,1,WW,28
2021-02-24,E,Cirripedia_larva,1,CW,77
2021-02-24,A,Mytilus_trossulus,1,WC,1
2021-02-24,A,Lottia_paradigitalis,6,WC,1
2021-02-24,A,Isopoda,1,WC,1
2021-02-24,A,Amphipoda_larva,1,WC,1
2021-02-24,A,Littorina_sitkana,1,WC,1
2021-02-24,E,Lottia_paradigitalis,2,CW,76
2021-02-24,E,Lottia_pelta,1,CW,76
2021-02-24,E,Amphipoda_larva,1,CW,76
2021-02-24,E,Amphipoda,1,CW,76
2021-02-24,E,Cirripedia_larva,1,CW,76
2021-02-24,E,Littorina_scutulata,1,CW,76
2021-02-24,F,Amphipoda_larva,9,WC,86
2021-02-24,F,Amphipoda,7,WC,86
2021-02-24,E,Lottia_paradigitalis,6,WC,75
2021-02-24,E,Lottia_digitalis,7,WC,75
2021-02-24,E,Lottia_pelta,6,WC,75
2021-02-24,E,Lottia_scutum,1,WC,75
2021-02-24,E,Littorina_scutulata,14,WC,75
2021-02-24,E,Littorina_sitkana,13,WC,75
2021-02-24,E,Amphipoda_larva,2,WC,75
2021-02-24,E,Cirripedia_larva,1,WC,75
2021-02-24,D,Cirripedia_larva,16,WC,57
2021-02-24,D,Nemertean,2,WC,57
2021-02-24,D,Amphipoda,3,WC,57
2021-02-24,D,Lottia_paradigitalis,18,WC,57
2021-02-24,D,Lottia_pelta,4,WC,57
2021-02-24,D,Littorina_scutulata,4,WC,57
2021-02-24,D,Littorina_sitkana,4,WC,57
2021-02-24,D,Neostylidium_eschrichtii,1,WC,57
2021-02-24,D,Amphipoda_larva,2,WC,57
2021-02-24,D,Mytilus_trossulus,1,WC,57
2021-02-24,D,Cirripedia_larva,3,WW,56
2021-02-24,D,Lottia_digitalis,2,WW,56
2021-02-24,D,Lottia_paradigitalis,7,WW,56
2021-02-24,D,Lottia_pelta,8,WW,56
2021-02-24,D,Littorina_scutulata,7,WW,56
2021-02-24,D,Littorina_sitkana,2,WW,56
2021-02-24,D,Amphipoda_larva,2,WW,56
2021-02-24,F,Amphipoda_larva,5,WC,85
2021-02-24,F,Amphipoda,4,WC,85
2021-02-24,F,Littorina_scutulata,1,WC,85
2021-02-24,E,Cirripedia_larva,39,CC,73
2021-02-24,E,Isopoda,11,CC,73
2021-02-24,E,Amphipoda,34,CC,73
2021-02-24,E,Mytilus_trossulus,34,CC,73
2021-02-24,E,Lasaea_rubra,2,CC,73
2021-02-24,E,Littorina_scutulata,53,CC,73
2021-02-24,E,Littorina_sitkana,77,CC,73
2021-02-24,E,Lottia_paradigitalis,37,CC,73
2021-02-24,E,Lottia_pelta,4,CC,73
2021-02-24,E,Amphipoda_larva,12,CC,73
2021-02-24,E,Polychaeta,6,CC,73
2021-02-24,A,Cirripedia_larva,1,WW,15
2021-02-24,A,Cirripedia_larva,5,CW,13
2021-02-24,A,Isopoda,5,CW,13
2021-02-24,A,Lottia_paradigitalis,6,CW,13
2021-02-24,A,Lottia_pelta,1,CW,13
2021-02-24,A,Littorina_scutulata,4,CW,13
2021-02-24,A,Littorina_sitkana,5,CW,13
2021-02-24,A,Cirripedia_larva,12,CC,2
2021-02-24,A,Mytilus_trossulus,4,CC,2
2021-02-24,A,Amphipoda,1,CC,2
2021-02-24,A,Littorina_scutulata,11,CC,2
2021-02-24,A,Littorina_sitkana,2,CC,2
2021-02-24,A,Lottia_paradigitalis,7,CC,2
2021-02-24,A,Lottia_pelta,2,CC,2
2021-02-24,A,Polychaeta,1,CC,2
2021-02-24,A,Amphipoda_larva,1,CC,2
2021-02-24,B,Amphipoda_larva,1,CC,21
2021-02-24,B,Amphipoda_larva,2,CW,25
2021-02-24,B,Littorina_sitkana,1,CW,25
2021-02-24,A,Amphipoda,4,CW,12
2021-02-24,A,Lottia_paradigitalis,2,CW,12
2021-02-24,B,Amphipoda_larva,4,WW,23
2021-02-24,F,All,0,WW,93
2021-02-24,C,Cirripedia_larva,2,WW,44
2021-02-24,C,Lottia_paradigitalis,1,WW,44
2021-02-24,A,Lottia_pelta,1,WC,10
2021-02-24,E,Amphipoda_larva,3,WW,70
2021-02-24,E,Littorina_sitkana,2,WW,70
2021-02-24,C,Cirripedia_larva,9,CW,46
2021-02-24,C,Amphipoda,5,CW,46
2021-02-24,C,Littorina_scutulata,4,CW,46
2021-02-24,C,Amphipoda_larva,2,CW,46
2021-02-24,C,Isopoda,1,CW,46
2021-02-24,C,Lottia_paradigitalis,12,CW,46
2021-02-24,C,Lottia_pelta,1,CW,46
2021-02-24,C,Lottia_digitalis,1,CW,46
2021-02-24,F,Cirripedia_larva,13,CC,92
2021-02-24,F,Mytilus_trossulus,1,CC,92
2021-02-24,F,Amphipoda,5,CC,92
2021-02-24,F,Amphipoda_larva,16,CC,92
2021-02-24,F,Littorina_scutulata,9,CC,92
2021-02-24,F,Littorina_sitkana,10,CC,92
2021-02-24,F,Lottia_paradigitalis,4,CC,92
2021-02-24,F,Isopoda,2,CC,92
2021-02-24,C,Cirripedia_larva,19,CC,41
2021-02-24,C,Amphipoda,7,CC,41
2021-02-24,C,Amphipoda_larva,9,CC,41
2021-02-24,C,Mytilus_trossulus,4,CC,41
2021-02-24,C,Lottia_paradigitalis,14,CC,41
2021-02-24,C,Lottia_digitalis,2,CC,41
2021-02-24,C,Littorina_scutulata,20,CC,41
2021-02-24,C,Littorina_sitkana,2,CC,41
2021-02-24,C,Polychaeta,3,CC,41
2021-02-24,D,Cirripedia_larva,4,CC,53
2021-02-24,D,Amphipoda_larva,3,CC,53
2021-02-24,D,Littorina_scutulata,1,CC,53
2021-02-24,D,Lottia_paradigitalis,14,CC,53
2021-02-24,D,Amphipoda,1,CC,53
2021-02-24,F,Amphipoda_larva,9,CW,83
2021-02-24,F,Cirripedia_larva,2,CW,83
2021-02-24,F,Amphipoda,1,CW,83
2021-02-24,F,Littorina_sitkana,1,CW,83
2021-02-24,E,Cirripedia_larva,38,CC,74
2021-02-24,E,Amphipoda,6,CC,74
2021-02-24,E,Isopoda,3,CC,74
2021-02-24,E,Mytilus_trossulus,3,CC,74
2021-02-24,E,Lasaea_rubra,2,CC,74
2021-02-24,E,Amphipoda_larva,7,CC,74
2021-02-24,E,Polychaeta,1,CC,74
2021-02-24,E,Lottia_paradigitalis,11,CC,74
2021-02-24,E,Lottia_pelta,1,CC,74
2021-02-24,E,Littorina_sitkana,32,CC,74
2021-02-24,E,Littorina_scutulata,20,CC,74
2021-02-24,B,Amphipoda_larva,12,WC,22
2021-02-24,B,Cirripedia_larva,4,WC,22
2021-02-24,B,Amphipoda,1,WC,22
2021-02-24,B,Cirripedia_larva,2,WW,18
2021-02-24,B,Amphipoda,1,WW,18
2021-02-24,F,Amphipoda_larva,1,WW,81
2021-02-24,F,All,0,WW,88
2021-02-24,B,Cirripedia_larva,11,CC,20
2021-02-24,B,Amphipoda_larva,1,CC,20
2021-02-24,B,Copepoda,1,CC,20
2021-02-24,B,Lottia_paradigitalis,1,CC,20
2021-02-24,B,Littorina_scutulata,1,CC,20
2021-02-24,B,Littorina_sitkana,3,CC,20
2021-02-24,C,Cirripedia_larva,3,WC,36
2021-02-24,C,Littorina_scutulata,2,WC,36
2021-02-24,C,Littorina_sitkana,1,WC,36
2021-02-24,C,Lottia_paradigitalis,2,WC,36
2021-02-24,C,Lottia_pelta,1,WC,36
2021-02-24,C,Amphipoda_larva,4,WC,36
2021-02-24,C,Amphipoda,1,WC,36
2021-02-24,B,Amphipoda_larva,1,WW,30
2021-02-24,B,Amphipoda,1,WW,30
2021-02-24,E,Cirripedia_larva,2,WC,68
2021-02-24,E,Lottia_paradigitalis,8,WC,68
2021-02-24,E,Amphipoda_larva,6,WC,68
2021-02-24,E,Amphipoda,1,WC,68
2021-02-24,C,Cirripedia_larva,3,WW,42
2021-02-24,C,Amphipoda_larva,7,WW,42
2021-02-24,C,Lottia_paradigitalis,3,WW,42
2021-02-24,C,Littorina_sitkana,1,WW,42
2021-02-24,F,Cirripedia_larva,23,CC,91
2021-02-24,F,Amphipoda,2,CC,91
2021-02-24,F,Isopoda,1,CC,91
2021-02-24,F,Amphipoda_larva,19,CC,91
2021-02-24,F,Polychaeta,1,CC,91
2021-02-24,F,Lottia_paradigitalis,3,CC,91
2021-02-24,F,Mytilus_trossulus,3,CC,91
2021-02-24,F,Littorina_scutulata,26,CC,91
2021-02-24,F,Littorina_sitkana,5,CC,91
2021-02-24,D,Cirripedia_larva,56,CC,49
2021-02-24,D,Isopoda,19,CC,49
2021-02-24,D,Amphipoda_larva,27,CC,49
2021-02-24,D,Polychaeta,5,CC,49
2021-02-24,D,Amphipoda,7,CC,49
2021-02-24,D,Nemertean,1,CC,49
2021-02-24,D,Mytilus_trossulus,11,CC,49
2021-02-24,D,Littorina_sitkana,5,CC,49
2021-02-24,D,Littorina_scutulata,72,CC,49
2021-02-24,D,Lottia_paradigitalis,46,CC,49
2021-02-24,D,Lottia_digitalis,5,CC,49
2021-02-24,D,Cirripedia_larva,78,CC,50
2021-02-24,D,Platyhelminthes,1,CC,50
2021-02-24,D,Lottia_digitalis,2,CC,50
2021-02-24,D,Lottia_paradigitalis,56,CC,50
2021-02-24,D,Amphipoda,4,CC,50
2021-02-24,D,Nemertean,2,CC,50
2021-02-24,D,Oedoparena_sp_larva,2,CC,50
2021-02-24,D,Amphipoda_larva,43,CC,50
2021-02-24,D,Isopoda,11,CC,50
2021-02-24,D,Littorina_scutulata,76,CC,50
2021-02-24,D,Mytilus_trossulus,38,CC,50
2021-02-24,D,Lottia_pelta,1,CC,50
2021-02-24,D,Polychaeta,16,CC,50
2021-02-24,D,Annelida,2,CC,50
2021-02-24,D,Insecta,1,CC,50
