"","date","block","number","species","count","percent_cover","colour","timediff"
"28",2019-05-09,"A",8,"balanus",19,NA,"ambient",3.81547619047619
"29",2019-05-09,"A",9,"balanus",53,NA,"ambient",3.81547619047619
"30",2019-05-09,"A",10,"balanus",63,NA,"warm",3.81547619047619
"31",2019-05-09,"A",11,"balanus",55,NA,"ambient",3.81547619047619
"32",2019-05-09,"A",12,"balanus",45,NA,"ambient",3.81547619047619
"33",2019-05-09,"B",16,"balanus",88,NA,"warm",3.81547619047619
"34",2019-05-09,"B",14,"balanus",71,NA,"warm",3.81547619047619
"35",2019-05-09,"NA",NA,"balanus",48,NA,NA,3.81547619047619
"36",2019-05-09,"NA",NA,"balanus",49,NA,NA,3.81547619047619
"37",2019-05-09,"A",13,"balanus",18,NA,"ambient",3.81547619047619
"38",2019-05-09,"A",14,"balanus",43,NA,"warm",3.81547619047619
"39",2019-05-09,"A",15,"balanus",36,NA,"warm",3.81547619047619
"40",2019-05-09,"A",16,"balanus",28,NA,"ambient",3.81547619047619
"41",2019-05-09,"B",7,"balanus",206,NA,"warm",3.81547619047619
"42",2019-05-09,"B",8,"balanus",231,NA,"warm",3.81547619047619
"43",2019-05-09,"B",11,"balanus",355,NA,"ambient",3.81547619047619
"44",2019-05-09,"C",2,"balanus",348,NA,"ambient",3.81547619047619
"45",2019-05-09,"B",10,"balanus",354,NA,"warm",3.81547619047619
"46",2019-05-09,"C",2,"balanus",308,NA,"ambient",3.81547619047619
"47",2019-05-09,"C",4,"balanus",504,NA,"warm",3.81547619047619
"48",2019-05-09,"C",5,"balanus",586,NA,"ambient",3.81547619047619
"49",2019-05-09,"C",2,"balanus",297,NA,"ambient",3.81547619047619
"50",2019-05-09,"B",14,"balanus",230,NA,"warm",3.81547619047619
"51",2019-05-09,"B",16,"balanus",365,NA,"warm",3.81547619047619
"52",2019-05-09,"C",1,"balanus",295,NA,"warm",3.81547619047619
"53",2019-05-09,"C",3,"balanus",277,NA,"ambient",3.81547619047619
"54",2019-05-09,"B",2,"balanus",259,NA,"warm",3.81547619047619
"55",2019-05-09,"B",9,"balanus",298,NA,"ambient",3.81547619047619
"56",2019-05-09,"B",10,"balanus",182,NA,"warm",3.81547619047619
"57",2019-05-09,"B",5,"balanus",353,NA,"ambient",3.81547619047619
"58",2019-05-09,"B",1,"balanus",215,NA,"warm",3.81547619047619
"59",2019-05-09,"B",13,"balanus",333,NA,"ambient",3.81547619047619
"60",2019-05-09,"B",12,"balanus",371,NA,"warm",3.81547619047619
"61",2019-05-09,"F",1,"balanus",105,NA,"warm",3.81547619047619
"62",2019-05-09,"F",2,"balanus",266,NA,"warm",3.81547619047619
"63",2019-05-09,"F",3,"balanus",168,NA,"ambient",3.81547619047619
"64",2019-05-09,"F",4,"balanus",188,NA,"ambient",3.81547619047619
"65",2019-05-09,"F",5,"balanus",360,NA,"warm",3.81547619047619
"66",2019-05-09,"C",8,"balanus",328,NA,"warm",3.81547619047619
"67",2019-05-09,"F",6,"balanus",260,NA,"warm",3.81547619047619
"68",2019-05-09,"C",7,"balanus",237,NA,"warm",3.81547619047619
"69",2019-05-09,"F",7,"balanus",129,NA,"ambient",3.81547619047619
"70",2019-05-09,"F",8,"balanus",202,NA,"warm",3.81547619047619
"71",2019-05-09,"F",9,"balanus",348,NA,"ambient",3.81547619047619
"72",2019-05-09,"F",10,"balanus",106,NA,"warm",3.81547619047619
"73",2019-05-09,"F",11,"balanus",82,NA,"ambient",3.81547619047619
"74",2019-05-09,"F",12,"balanus",97,NA,"ambient",3.81547619047619
"75",2019-05-09,"F",13,"balanus",124,NA,"warm",3.81547619047619
"76",2019-05-09,"F",14,"balanus",37,NA,"ambient",3.81547619047619
"77",2019-05-09,"F",15,"balanus",43,NA,"ambient",3.81547619047619
"78",2019-05-09,"F",16,"balanus",138,NA,"warm",3.81547619047619
"79",2019-05-09,"C",13,"balanus",214,NA,"ambient",3.81547619047619
"80",2019-05-09,"NA",NA,"balanus",93,NA,NA,3.81547619047619
"81",2019-05-09,"B",7,"balanus",416,NA,"warm",3.81547619047619
"82",2019-05-09,"B",8,"balanus",296,NA,"warm",3.81547619047619
"83",2019-05-09,"B",11,"balanus",390,NA,"ambient",3.81547619047619
"84",2019-05-09,"C",5,"balanus",358,NA,"ambient",3.81547619047619
"85",2019-05-09,"C",2,"balanus",452,NA,"ambient",3.81547619047619
"86",2019-05-09,"B",14,"balanus",274,NA,"warm",3.81547619047619
"87",2019-05-09,"B",16,"balanus",205,NA,"warm",3.81547619047619
"88",2019-05-09,"C",1,"balanus",170,NA,"warm",3.81547619047619
"89",2019-05-09,"C",3,"balanus",495,NA,"ambient",3.81547619047619
"90",2019-05-09,"B",2,"balanus",346,NA,"warm",3.81547619047619
"91",2019-05-09,"B",9,"balanus",481,NA,"ambient",3.81547619047619
"92",2019-05-09,"B",10,"balanus",368,NA,"warm",3.81547619047619
"93",2019-05-09,"B",5,"balanus",414,NA,"ambient",3.81547619047619
"94",2019-05-09,"B",1,"balanus",495,NA,"warm",3.81547619047619
"95",2019-05-09,"B",13,"balanus",418,NA,"ambient",3.81547619047619
"96",2019-05-09,"B",12,"balanus",422,NA,"warm",3.81547619047619
"97",2019-05-09,"B",15,"balanus",134,NA,"ambient",3.81547619047619
"98",2019-05-09,"B",3,"balanus",333,NA,"ambient",3.81547619047619
"99",2019-05-09,"B",4,"balanus",377,NA,"ambient",3.81547619047619
"100",2019-05-09,"B",6,"balanus",193,NA,"warm",3.81547619047619
"101",2019-06-05,"B",7,"balanus",91,NA,"warm",7.67261904761905
"102",2019-06-05,"B",8,"balanus",202,NA,"warm",7.67261904761905
"103",2019-06-05,"B",11,"balanus",100,NA,"ambient",7.67261904761905
"104",2019-06-05,"C",2,"balanus",49,NA,"ambient",7.67261904761905
"105",2019-06-05,"B",10,"balanus",180,NA,"warm",7.67261904761905
"106",2019-06-05,"C",2,"balanus",133,NA,"ambient",7.67261904761905
"107",2019-06-05,"C",4,"balanus",95,NA,"warm",7.67261904761905
"108",2019-06-05,"C",5,"balanus",96,NA,"ambient",7.67261904761905
"109",2019-06-05,"C",2,"balanus",175,NA,"ambient",7.67261904761905
"110",2019-06-05,"B",14,"balanus",72,NA,"warm",7.67261904761905
"111",2019-06-05,"B",16,"balanus",123,NA,"warm",7.67261904761905
"112",2019-06-05,"C",1,"balanus",181,NA,"warm",7.67261904761905
"113",2019-06-05,"C",3,"balanus",163,NA,"ambient",7.67261904761905
"114",2019-06-05,"B",2,"balanus",135,NA,"warm",7.67261904761905
"115",2019-06-05,"B",9,"balanus",42,NA,"ambient",7.67261904761905
"116",2019-06-05,"B",10,"balanus",136,NA,"warm",7.67261904761905
"117",2019-06-05,"B",5,"balanus",86,NA,"ambient",7.67261904761905
"118",2019-06-05,"B",1,"balanus",80,NA,"warm",7.67261904761905
"119",2019-06-05,"B",13,"balanus",98,NA,"ambient",7.67261904761905
"120",2019-06-05,"B",12,"balanus",42,NA,"warm",7.67261904761905
"121",2019-06-05,"F",1,"balanus",20,NA,"warm",7.67261904761905
"122",2019-06-05,"F",2,"balanus",55,NA,"warm",7.67261904761905
"123",2019-06-05,"F",3,"balanus",63,NA,"ambient",7.67261904761905
"124",2019-06-05,"F",4,"balanus",77,NA,"ambient",7.67261904761905
"125",2019-06-05,"F",5,"balanus",57,NA,"warm",7.67261904761905
"126",2019-06-05,"C",8,"balanus",2,NA,"warm",7.67261904761905
"127",2019-06-05,"F",6,"balanus",69,NA,"warm",7.67261904761905
"128",2019-06-05,"C",7,"balanus",46,NA,"warm",7.67261904761905
"129",2019-06-05,"F",7,"balanus",111,NA,"ambient",7.67261904761905
"130",2019-06-05,"F",8,"balanus",91,NA,"warm",7.67261904761905
"131",2019-06-05,"F",9,"balanus",287,NA,"ambient",7.67261904761905
"132",2019-06-05,"F",10,"balanus",32,NA,"warm",7.67261904761905
"133",2019-06-05,"F",11,"balanus",41,NA,"ambient",7.67261904761905
"134",2019-06-05,"F",12,"balanus",64,NA,"ambient",7.67261904761905
"135",2019-06-05,"F",13,"balanus",36,NA,"warm",7.67261904761905
"136",2019-06-05,"F",14,"balanus",18,NA,"ambient",7.67261904761905
"137",2019-06-05,"F",15,"balanus",23,NA,"ambient",7.67261904761905
"138",2019-06-05,"F",16,"balanus",40,NA,"warm",7.67261904761905
"139",2019-06-05,"C",13,"balanus",134,NA,"ambient",7.67261904761905
"140",2019-06-05,"NA",NA,"balanus",NA,NA,NA,7.67261904761905
"141",2019-06-05,"B",7,"balanus",58,NA,"warm",7.67261904761905
"142",2019-06-05,"B",8,"balanus",68,NA,"warm",7.67261904761905
"143",2019-06-05,"B",11,"balanus",214,NA,"ambient",7.67261904761905
"144",2019-06-05,"C",5,"balanus",76,NA,"ambient",7.67261904761905
"145",2019-06-05,"C",2,"balanus",55,NA,"ambient",7.67261904761905
"146",2019-06-05,"B",14,"balanus",20,NA,"warm",7.67261904761905
"147",2019-06-05,"B",16,"balanus",14,NA,"warm",7.67261904761905
"148",2019-06-05,"C",1,"balanus",11,NA,"warm",7.67261904761905
"149",2019-06-05,"C",3,"balanus",11,NA,"ambient",7.67261904761905
"150",2019-06-05,"B",2,"balanus",40,NA,"warm",7.67261904761905
"151",2019-06-05,"B",9,"balanus",58,NA,"ambient",7.67261904761905
"152",2019-06-05,"B",10,"balanus",45,NA,"warm",7.67261904761905
"153",2019-06-05,"B",5,"balanus",186,NA,"ambient",7.67261904761905
"154",2019-06-05,"B",1,"balanus",38,NA,"warm",7.67261904761905
"155",2019-06-05,"B",13,"balanus",26,NA,"ambient",7.67261904761905
"156",2019-06-05,"B",12,"balanus",50,NA,"warm",7.67261904761905
"157",2019-06-05,"B",15,"balanus",127,NA,"ambient",7.67261904761905
"158",2019-06-05,"B",3,"balanus",147,NA,"ambient",7.67261904761905
"159",2019-06-05,"B",4,"balanus",240,NA,"ambient",7.67261904761905
"160",2019-06-05,"B",6,"balanus",34,NA,"warm",7.67261904761905
"161",2019-06-05,"F",1,"balanus",14,NA,"warm",7.67261904761905
"162",2019-06-05,"F",2,"balanus",49,NA,"warm",7.67261904761905
"163",2019-06-05,"B",9,"balanus",NA,NA,"ambient",7.67261904761905
"164",2019-06-05,"F",3,"balanus",48,NA,"ambient",7.67261904761905
"165",2019-06-05,"F",4,"balanus",46,NA,"ambient",7.67261904761905
"166",2019-06-05,"F",5,"balanus",54,NA,"warm",7.67261904761905
"167",2019-06-05,"C",8,"balanus",31,NA,"warm",7.67261904761905
"168",2019-06-05,"F",6,"balanus",46,NA,"warm",7.67261904761905
"169",2019-06-05,"C",7,"balanus",25,NA,"warm",7.67261904761905
"170",2019-06-05,"F",7,"balanus",19,NA,"ambient",7.67261904761905
"171",2019-06-05,"F",8,"balanus",46,NA,"warm",7.67261904761905
"172",2019-06-05,"F",9,"balanus",24,NA,"ambient",7.67261904761905
"173",2019-06-05,"F",10,"balanus",18,NA,"warm",7.67261904761905
"174",2019-06-05,"F",11,"balanus",25,NA,"ambient",7.67261904761905
"175",2019-06-05,"F",12,"balanus",26,NA,"ambient",7.67261904761905
"176",2019-06-05,"F",13,"balanus",35,NA,"warm",7.67261904761905
"177",2019-06-05,"F",14,"balanus",73,NA,"ambient",7.67261904761905
"178",2019-06-05,"C",1,"balanus",41,NA,"warm",7.67261904761905
"179",2019-06-05,"B",2,"balanus",35,NA,"warm",7.67261904761905
"180",2019-06-05,"NA",NA,"balanus",88,NA,NA,7.67261904761905
"181",2019-06-05,"A",1,"balanus",21,NA,"warm",7.67261904761905
"182",2019-06-05,"A",2,"balanus",38,NA,"warm",7.67261904761905
"183",2019-06-05,"A",3,"balanus",11,NA,"ambient",7.67261904761905
"184",2019-06-05,"A",4,"balanus",34,NA,"warm",7.67261904761905
"185",2019-06-05,"A",5,"balanus",58,NA,"warm",7.67261904761905
"186",2019-06-05,"A",6,"balanus",13,NA,"warm",7.67261904761905
"187",2019-06-05,"A",7,"balanus",32,NA,"ambient",7.67261904761905
"188",2019-06-05,"A",8,"balanus",17,NA,"ambient",7.67261904761905
"189",2019-06-05,"A",9,"balanus",24,NA,"ambient",7.67261904761905
"190",2019-06-05,"A",10,"balanus",40,NA,"warm",7.67261904761905
"191",2019-06-05,"A",11,"balanus",38,NA,"ambient",7.67261904761905
"192",2019-06-05,"A",12,"balanus",37,NA,"ambient",7.67261904761905
"193",2019-06-05,"B",16,"balanus",65,NA,"warm",7.67261904761905
"194",2019-06-05,"B",14,"balanus",13,NA,"warm",7.67261904761905
"195",2019-06-05,"NA",NA,"balanus",NA,NA,NA,7.67261904761905
"196",2019-06-05,"NA",NA,"balanus",NA,NA,NA,7.67261904761905
"197",2019-06-05,"A",13,"balanus",16,NA,"ambient",7.67261904761905
"198",2019-06-05,"A",14,"balanus",26,NA,"warm",7.67261904761905
"199",2019-06-05,"A",15,"balanus",15,NA,"warm",7.67261904761905
"200",2019-06-05,"A",16,"balanus",13,NA,"ambient",7.67261904761905
"201",2019-06-05,"B",7,"chthamalus",7,NA,"warm",7.67261904761905
"202",2019-06-05,"B",8,"chthamalus",8,NA,"warm",7.67261904761905
"203",2019-06-05,"B",11,"chthamalus",3,NA,"ambient",7.67261904761905
"204",2019-06-05,"C",2,"chthamalus",1,NA,"ambient",7.67261904761905
"205",2019-06-05,"B",10,"chthamalus",0,NA,"warm",7.67261904761905
"206",2019-06-05,"C",2,"chthamalus",1,NA,"ambient",7.67261904761905
"207",2019-06-05,"C",4,"chthamalus",0,NA,"warm",7.67261904761905
"208",2019-06-05,"C",5,"chthamalus",0,NA,"ambient",7.67261904761905
"209",2019-06-05,"C",2,"chthamalus",9,NA,"ambient",7.67261904761905
"210",2019-06-05,"B",14,"chthamalus",0,NA,"warm",7.67261904761905
"211",2019-06-05,"B",16,"chthamalus",0,NA,"warm",7.67261904761905
"212",2019-06-05,"C",1,"chthamalus",3,NA,"warm",7.67261904761905
"213",2019-06-05,"C",3,"chthamalus",0,NA,"ambient",7.67261904761905
"214",2019-06-05,"B",2,"chthamalus",5,NA,"warm",7.67261904761905
"215",2019-06-05,"B",9,"chthamalus",1,NA,"ambient",7.67261904761905
"216",2019-06-05,"B",10,"chthamalus",0,NA,"warm",7.67261904761905
"217",2019-06-05,"B",5,"chthamalus",0,NA,"ambient",7.67261904761905
"218",2019-06-05,"B",1,"chthamalus",1,NA,"warm",7.67261904761905
"219",2019-06-05,"B",13,"chthamalus",9,NA,"ambient",7.67261904761905
"220",2019-06-05,"B",12,"chthamalus",0,NA,"warm",7.67261904761905
"221",2019-06-05,"F",1,"chthamalus",0,NA,"warm",7.67261904761905
"222",2019-06-05,"F",2,"chthamalus",1,NA,"warm",7.67261904761905
"223",2019-06-05,"F",3,"chthamalus",4,NA,"ambient",7.67261904761905
"224",2019-06-05,"F",4,"chthamalus",1,NA,"ambient",7.67261904761905
"225",2019-06-05,"F",5,"chthamalus",3,NA,"warm",7.67261904761905
"226",2019-06-05,"C",8,"chthamalus",0,NA,"warm",7.67261904761905
"227",2019-06-05,"F",6,"chthamalus",2,NA,"warm",7.67261904761905
"228",2019-06-05,"C",7,"chthamalus",0,NA,"warm",7.67261904761905
"229",2019-06-05,"F",7,"chthamalus",19,NA,"ambient",7.67261904761905
"230",2019-06-05,"F",8,"chthamalus",2,NA,"warm",7.67261904761905
"231",2019-06-05,"F",9,"chthamalus",4,NA,"ambient",7.67261904761905
"232",2019-06-05,"F",10,"chthamalus",2,NA,"warm",7.67261904761905
"233",2019-06-05,"F",11,"chthamalus",1,NA,"ambient",7.67261904761905
"234",2019-06-05,"F",12,"chthamalus",3,NA,"ambient",7.67261904761905
"235",2019-06-05,"F",13,"chthamalus",0,NA,"warm",7.67261904761905
"236",2019-06-05,"F",14,"chthamalus",1,NA,"ambient",7.67261904761905
"237",2019-06-05,"F",15,"chthamalus",1,NA,"ambient",7.67261904761905
"238",2019-06-05,"F",16,"chthamalus",0,NA,"warm",7.67261904761905
"239",2019-06-05,"C",13,"chthamalus",4,NA,"ambient",7.67261904761905
"240",2019-06-05,"NA",NA,"chthamalus",NA,NA,NA,7.67261904761905
"241",2019-06-05,"B",7,"chthamalus",33,NA,"warm",7.67261904761905
"242",2019-06-05,"B",8,"chthamalus",7,NA,"warm",7.67261904761905
"243",2019-06-05,"B",11,"chthamalus",1,NA,"ambient",7.67261904761905
"244",2019-06-05,"C",5,"chthamalus",52,NA,"ambient",7.67261904761905
"245",2019-06-05,"C",2,"chthamalus",55,NA,"ambient",7.67261904761905
"246",2019-06-05,"B",14,"chthamalus",10,NA,"warm",7.67261904761905
"247",2019-06-05,"B",16,"chthamalus",25,NA,"warm",7.67261904761905
"248",2019-06-05,"C",1,"chthamalus",31,NA,"warm",7.67261904761905
"249",2019-06-05,"C",3,"chthamalus",66,NA,"ambient",7.67261904761905
"250",2019-06-05,"B",2,"chthamalus",8,NA,"warm",7.67261904761905
"251",2019-06-05,"B",9,"chthamalus",9,NA,"ambient",7.67261904761905
"252",2019-06-05,"B",10,"chthamalus",10,NA,"warm",7.67261904761905
"253",2019-06-05,"B",5,"chthamalus",0,NA,"ambient",7.67261904761905
"254",2019-06-05,"B",1,"chthamalus",3,NA,"warm",7.67261904761905
"255",2019-06-05,"B",13,"chthamalus",21,NA,"ambient",7.67261904761905
"256",2019-06-05,"B",12,"chthamalus",2,NA,"warm",7.67261904761905
"257",2019-06-05,"B",15,"chthamalus",0,NA,"ambient",7.67261904761905
"258",2019-06-05,"B",3,"chthamalus",19,NA,"ambient",7.67261904761905
"259",2019-06-05,"B",4,"chthamalus",3,NA,"ambient",7.67261904761905
"260",2019-06-05,"B",6,"chthamalus",0.5,NA,"warm",7.67261904761905
"261",2019-06-05,"F",1,"chthamalus",0,NA,"warm",7.67261904761905
"262",2019-06-05,"F",2,"chthamalus",8,NA,"warm",7.67261904761905
"263",2019-06-05,"B",9,"chthamalus",NA,NA,"ambient",7.67261904761905
"264",2019-06-05,"F",3,"chthamalus",1,NA,"ambient",7.67261904761905
"265",2019-06-05,"F",4,"chthamalus",2,NA,"ambient",7.67261904761905
"266",2019-06-05,"F",5,"chthamalus",4,NA,"warm",7.67261904761905
"267",2019-06-05,"C",8,"chthamalus",5,NA,"warm",7.67261904761905
"268",2019-06-05,"F",6,"chthamalus",0,NA,"warm",7.67261904761905
"269",2019-06-05,"C",7,"chthamalus",2,NA,"warm",7.67261904761905
"270",2019-06-05,"F",7,"chthamalus",1,NA,"ambient",7.67261904761905
"271",2019-06-05,"F",8,"chthamalus",0,NA,"warm",7.67261904761905
"272",2019-06-05,"F",9,"chthamalus",0,NA,"ambient",7.67261904761905
"273",2019-06-05,"F",10,"chthamalus",1,NA,"warm",7.67261904761905
"274",2019-06-05,"F",11,"chthamalus",0,NA,"ambient",7.67261904761905
"275",2019-06-05,"F",12,"chthamalus",0,NA,"ambient",7.67261904761905
"276",2019-06-05,"F",13,"chthamalus",3,NA,"warm",7.67261904761905
"277",2019-06-05,"F",14,"chthamalus",0,NA,"ambient",7.67261904761905
"278",2019-06-05,"C",1,"chthamalus",2,NA,"warm",7.67261904761905
"279",2019-06-05,"B",2,"chthamalus",4,NA,"warm",7.67261904761905
"280",2019-06-05,"NA",NA,"chthamalus",0,NA,NA,7.67261904761905
"281",2019-06-05,"A",1,"chthamalus",0,NA,"warm",7.67261904761905
"282",2019-06-05,"A",2,"chthamalus",2,NA,"warm",7.67261904761905
"283",2019-06-05,"A",3,"chthamalus",1,NA,"ambient",7.67261904761905
"284",2019-06-05,"A",4,"chthamalus",1,NA,"warm",7.67261904761905
"285",2019-06-05,"A",5,"chthamalus",2,NA,"warm",7.67261904761905
"286",2019-06-05,"A",6,"chthamalus",1,NA,"warm",7.67261904761905
"287",2019-06-05,"A",7,"chthamalus",0,NA,"ambient",7.67261904761905
"288",2019-06-05,"A",8,"chthamalus",0,NA,"ambient",7.67261904761905
"289",2019-06-05,"A",9,"chthamalus",1,NA,"ambient",7.67261904761905
"290",2019-06-05,"A",10,"chthamalus",1,NA,"warm",7.67261904761905
"291",2019-06-05,"A",11,"chthamalus",4,NA,"ambient",7.67261904761905
"292",2019-06-05,"A",12,"chthamalus",2,NA,"ambient",7.67261904761905
"293",2019-06-05,"B",16,"chthamalus",1,NA,"warm",7.67261904761905
"294",2019-06-05,"B",14,"chthamalus",1,NA,"warm",7.67261904761905
"295",2019-06-05,"NA",NA,"chthamalus",NA,NA,NA,7.67261904761905
"296",2019-06-05,"NA",NA,"chthamalus",NA,NA,NA,7.67261904761905
"297",2019-06-05,"A",13,"chthamalus",0,NA,"ambient",7.67261904761905
"298",2019-06-05,"A",14,"chthamalus",0,NA,"warm",7.67261904761905
"299",2019-06-05,"A",15,"chthamalus",0,NA,"warm",7.67261904761905
"300",2019-06-05,"A",16,"chthamalus",0,NA,"ambient",7.67261904761905
"301",2019-06-05,"B",7,"ulothrix",NA,37,"warm",7.67261904761905
"302",2019-06-05,"B",8,"ulothrix",NA,4,"warm",7.67261904761905
"303",2019-06-05,"B",11,"ulothrix",NA,12,"ambient",7.67261904761905
"304",2019-06-05,"C",2,"ulothrix",NA,21,"ambient",7.67261904761905
"305",2019-06-05,"B",10,"ulothrix",NA,58,"warm",7.67261904761905
"306",2019-06-05,"C",2,"ulothrix",NA,65,"ambient",7.67261904761905
"307",2019-06-05,"C",4,"ulothrix",NA,35,"warm",7.67261904761905
"308",2019-06-05,"C",5,"ulothrix",NA,28,"ambient",7.67261904761905
"309",2019-06-05,"C",2,"ulothrix",NA,10,"ambient",7.67261904761905
"310",2019-06-05,"B",14,"ulothrix",NA,2,"warm",7.67261904761905
"311",2019-06-05,"B",16,"ulothrix",NA,1,"warm",7.67261904761905
"312",2019-06-05,"C",1,"ulothrix",NA,4,"warm",7.67261904761905
"313",2019-06-05,"C",3,"ulothrix",NA,3,"ambient",7.67261904761905
"314",2019-06-05,"B",2,"ulothrix",NA,20,"warm",7.67261904761905
"315",2019-06-05,"B",9,"ulothrix",NA,4,"ambient",7.67261904761905
"316",2019-06-05,"B",10,"ulothrix",NA,4,"warm",7.67261904761905
"317",2019-06-05,"B",5,"ulothrix",NA,76,"ambient",7.67261904761905
"318",2019-06-05,"B",1,"ulothrix",NA,8,"warm",7.67261904761905
"319",2019-06-05,"B",13,"ulothrix",NA,1.5,"ambient",7.67261904761905
"320",2019-06-05,"B",12,"ulothrix",NA,3,"warm",7.67261904761905
"321",2019-06-05,"F",1,"ulothrix",NA,1,"warm",7.67261904761905
"322",2019-06-05,"F",2,"ulothrix",NA,2,"warm",7.67261904761905
"323",2019-06-05,"F",3,"ulothrix",NA,2.5,"ambient",7.67261904761905
"324",2019-06-05,"F",4,"ulothrix",NA,5,"ambient",7.67261904761905
"325",2019-06-05,"F",5,"ulothrix",NA,21,"warm",7.67261904761905
"326",2019-06-05,"C",8,"ulothrix",NA,2,"warm",7.67261904761905
"327",2019-06-05,"F",6,"ulothrix",NA,1,"warm",7.67261904761905
"328",2019-06-05,"C",7,"ulothrix",NA,5,"warm",7.67261904761905
"329",2019-06-05,"F",7,"ulothrix",NA,0.5,"ambient",7.67261904761905
"330",2019-06-05,"F",8,"ulothrix",NA,1.5,"warm",7.67261904761905
"331",2019-06-05,"F",9,"ulothrix",NA,0.5,"ambient",7.67261904761905
"332",2019-06-05,"F",10,"ulothrix",NA,0,"warm",7.67261904761905
"333",2019-06-05,"F",11,"ulothrix",NA,0,"ambient",7.67261904761905
"334",2019-06-05,"F",12,"ulothrix",NA,0,"ambient",7.67261904761905
"335",2019-06-05,"F",13,"ulothrix",NA,0,"warm",7.67261904761905
"336",2019-06-05,"F",14,"ulothrix",NA,0.5,"ambient",7.67261904761905
"337",2019-06-05,"F",15,"ulothrix",NA,0,"ambient",7.67261904761905
"338",2019-06-05,"F",16,"ulothrix",NA,0,"warm",7.67261904761905
"339",2019-06-05,"C",13,"ulothrix",NA,0,"ambient",7.67261904761905
"340",2019-06-05,"NA",NA,"ulothrix",NA,NA,NA,7.67261904761905
"341",2019-06-05,"B",7,"ulothrix",NA,3,"warm",7.67261904761905
"342",2019-06-05,"B",8,"ulothrix",NA,5,"warm",7.67261904761905
"343",2019-06-05,"B",11,"ulothrix",NA,3,"ambient",7.67261904761905
"344",2019-06-05,"C",5,"ulothrix",NA,1,"ambient",7.67261904761905
"345",2019-06-05,"C",2,"ulothrix",NA,0,"ambient",7.67261904761905
"346",2019-06-05,"B",14,"ulothrix",NA,1,"warm",7.67261904761905
"347",2019-06-05,"B",16,"ulothrix",NA,0,"warm",7.67261904761905
"348",2019-06-05,"C",1,"ulothrix",NA,0,"warm",7.67261904761905
"349",2019-06-05,"C",3,"ulothrix",NA,2,"ambient",7.67261904761905
"350",2019-06-05,"B",2,"ulothrix",NA,0,"warm",7.67261904761905
"351",2019-06-05,"B",9,"ulothrix",NA,4,"ambient",7.67261904761905
"352",2019-06-05,"B",10,"ulothrix",NA,0,"warm",7.67261904761905
"353",2019-06-05,"B",5,"ulothrix",NA,1,"ambient",7.67261904761905
"354",2019-06-05,"B",1,"ulothrix",NA,0,"warm",7.67261904761905
"355",2019-06-05,"B",13,"ulothrix",NA,0,"ambient",7.67261904761905
"356",2019-06-05,"B",12,"ulothrix",NA,1,"warm",7.67261904761905
"357",2019-06-05,"B",15,"ulothrix",NA,0,"ambient",7.67261904761905
"358",2019-06-05,"B",3,"ulothrix",NA,1,"ambient",7.67261904761905
"359",2019-06-05,"B",4,"ulothrix",NA,4,"ambient",7.67261904761905
"360",2019-06-05,"B",6,"ulothrix",NA,5,"warm",7.67261904761905
"361",2019-06-05,"F",1,"ulothrix",NA,35,"warm",7.67261904761905
"362",2019-06-05,"F",2,"ulothrix",NA,34,"warm",7.67261904761905
